intitule_poste,ville,date_publication,mois,contrat,entreprise,source,secteur,competences,experience,exp_min,exp_max
Data Analyst,Dakar,2025-09-25,2025-09-01,CDD,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité","visualisation de données, data analyse, santé, gestion de projet",Non spécifié,,
Juriste Sénior,Dakar,2025-09-25,2025-09-01,CDD,ECO AFRIQUE,goafricaonline.com,"Finance, Banque & Comptabilité","vente, finance",4,4.0,4.0
Chargé Développement du Capital Humain,Dakar,,,CDD,ECO AFRIQUE,goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Directeur Financier et Comptable Groupe,Dakar,2025-09-25,2025-09-01,CDD,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,"visualisation de données, finance, communication, data analyse",5,5.0,5.0
Représentant Commercial Micro Grid,Dakar,2025-09-25,2025-09-01,CDD,GLOBAL BUSINESS GROUP - GBG,goafricaonline.com,"Finance, Banque & Comptabilité","finance, gestion de projet, vente",Non spécifié,,
"Assistant aux opérations, au budget et aux reporting",Dakar,2025-09-25,2025-09-01,CDD,Pnud (Programme Des Nations Unies Pour Le Developpement),goafricaonline.com,ONG & Humanitaire,"finance, data analyse, logistique, gestion de projet",Non spécifié,,
Responsable suivi-évaluation,Dakar,2025-09-25,2025-09-01,CDD,Cradesc (Centre De Recherche Et D'Action Sur Les Droits Economique Sociaux Et Culturels),goafricaonline.com,ONG & Humanitaire,"finance, gestion de projet",Non spécifié,,
Graphic Design Specialist,Dakar,2025-09-25,2025-09-01,CDD,VOX AGENCY SAS,goafricaonline.com,Marketing & Communication,"gestion de projet, communication, marketing",Non spécifié,,
Commercial sur le terrain porte à porte,Dakar,2025-09-25,2025-09-01,Stage,SORIBA BAYO COMPANY,goafricaonline.com,Technologie & Informatique,"vente, programmation, communication, finance, data analyse",Non spécifié,,
Agent de Sécurité,Dakar,2025-09-25,2025-09-01,CDD,Leader Interim et Services,goafricaonline.com,"Finance, Banque & Comptabilité","communication, finance, rh",Non spécifié,,
Stage charge d'animation editoriale web & app (1),Dakar,2025-09-25,2025-09-01,Stage,CANAL+ SENEGAL,goafricaonline.com,Marketing & Communication,"marketing, vente, rh",Non spécifié,,
Agent de Sécurité (Sous réserve de financement),Dakar,2025-09-25,2025-09-01,CDD,MAG INTERNATIONAL,goafricaonline.com,ONG & Humanitaire,"logistique, communication",2,2.0,2.0
Chef de service moyens generaux,Non spécifié,2025-09-25,2025-09-01,CDI,Orabank Sénégal,goafricaonline.com,Non spécifié,"logistique, finance",Non spécifié,,
Responsable des verifications & analyses (1,Non spécifié,2025-09-25,2025-09-01,CDD,Orabank Sénégal,goafricaonline.com,Non spécifié,"finance, vente",Non spécifié,,
Directeur commercial et responsable banque (1),Dakar,2025-09-25,2025-09-01,CDD,CITIBANK SENEGAL,goafricaonline.com,"Finance, Banque & Comptabilité","rh, vente",Non spécifié,,
Développeur Full Stack Web & Mobile,Dakar,2025-09-25,2025-09-01,Non spécifié,OUMOU GROUP,goafricaonline.com,Santé & Bien-être,"programmation, communication, rh, santé, data analyse",3,3.0,3.0
Stagiaires Acheteurs (secteur hôtellerie,Dakar,2025-09-25,2025-09-01,CDD,Direction De L'Emploi Du Senegal,goafricaonline.com,RH & Recrutement,,Non spécifié,,
Stagiaires Économes,Dakar,2025-09-25,2025-09-01,CDD,Direction De L'Emploi Du Senegal,goafricaonline.com,RH & Recrutement,,Non spécifié,,
Stagiaire Project Manager Officer,Dakar,2025-09-25,2025-09-01,CDD,Direction De L'Emploi Du Senegal,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Stagiaires Ingénieurs Commerciaux IT,Dakar,2025-09-25,2025-09-01,CDD,Direction De L'Emploi Du Senegal,goafricaonline.com,RH & Recrutement,vente,Non spécifié,,
Stagiaires Archivistes,Dakar,2025-09-25,2025-09-01,CDD,Direction De L'Emploi Du Senegal,goafricaonline.com,RH & Recrutement,,Non spécifié,,
Analyste Senior en Création de Valeur,Dakar,2025-09-25,2025-09-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",gestion de projet,3,3.0,3.0
Senior Project Manager,Dakar,2025-09-25,2025-09-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","finance, communication, gestion de projet",Non spécifié,,
Gestionnaire Qualité Opérationnel,Dakar,2025-09-25,2025-09-01,CDI,La Laiterie Du Berger,goafricaonline.com,Agriculture & Agroalimentaire,communication,2,2.0,2.0
Designer Graphique,Dakar,2025-09-22,2025-09-01,Stage,SWALA AGENCY,goafricaonline.com,Technologie & Informatique,"marketing, communication, gestion de projet",Non spécifié,,
Coordonnateur Adjoint des Responsables Techniques Nationaux,Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,"marketing, communication",2,2.0,2.0
Coordonateur Adjoint des Bénévoles Sportifs,Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,"marketing, communication",2,2.0,2.0
Assistante Principale des Relations et Services IF,Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,"communication, logistique",Non spécifié,,
Assistant Senior Programmes d’initiation,Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,"communication, logistique, gestion de projet",Non spécifié,,
Manager des Equipements Sportifs,Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,"communication, logistique",Non spécifié,,
Assistant Manager Compétition (Planification multisport),Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,,Non spécifié,,
Responsable Technique Présentation Sportive (H/F),Dakar,2025-09-22,2025-09-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,,Non spécifié,,
CCO & Banking Head – Senegal- Director,Dakar,2025-09-22,2025-09-01,CDD,CITI SENEGAL,goafricaonline.com,"Finance, Banque & Comptabilité","vente, finance, communication, programmation, data analyse, rh, gestion de projet",15,15.0,15.0
Responsable Administratif et Financier du Projet WASOP,Dakar,2025-09-22,2025-09-01,CDD,Iucn (Union Mondiale Pour La Conservation De La Nature),goafricaonline.com,ONG & Humanitaire,"finance, data analyse, gestion de projet",Non spécifié,,
Programme Management Specialist,Dakar,2025-09-22,2025-09-01,CDD,ONU-FEMMES,goafricaonline.com,ONG & Humanitaire,gestion de projet,Non spécifié,,
Grants & Partnerships Associate,Dakar,2025-09-22,2025-09-01,CDD,CHAI AFRICA PROTEINE,goafricaonline.com,Commerce & Vente,finance,Non spécifié,,
Aide-documentaliste,Dakar,2025-09-22,2025-09-01,CDD,BCEAO,goafricaonline.com,ONG & Humanitaire,,2,2.0,2.0
Auditeur Interne,Dakar,2025-09-22,2025-09-01,CDD,Ics Sa (Industries Chimiques Du Senegal),goafricaonline.com,Agriculture & Agroalimentaire,"finance, communication, data analyse",3,3.0,3.0
Responsable incendie,Dakar,2025-09-22,2025-09-01,CDD,Ics Sa (Industries Chimiques Du Senegal),goafricaonline.com,Agriculture & Agroalimentaire,,12,12.0,12.0
Ingénieur support et développement d’applications,Dakar,2025-09-22,2025-09-01,CDD,Ics Sa (Industries Chimiques Du Senegal),goafricaonline.com,Agriculture & Agroalimentaire,"programmation, gestion de projet",5,5.0,5.0
Ingénieur environnementaliste,Dakar,2025-09-22,2025-09-01,CDD,Ics Sa (Industries Chimiques Du Senegal),goafricaonline.com,Agriculture & Agroalimentaire,,5,5.0,5.0
Coursier,Dakar,2025-09-22,2025-09-01,CDD,AGROPONIC,goafricaonline.com,Agriculture & Agroalimentaire,"vente, programmation, logistique, gestion de projet",5,5.0,5.0
Responsable Ressources Humaines H/F – Diamniadio,Dakar,,,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",rh,5,5.0,5.0
Stagiaires Paies GMS,Dakar,2025-09-22,2025-09-01,CDD,KPMG SENEGAL,goafricaonline.com,"Finance, Banque & Comptabilité","marketing, finance, communication, rh",1-3,1.0,3.0
Conducteur Dumper,Dakar,2025-09-22,2025-09-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Conducteur Bobcat,Dakar,2025-09-22,2025-09-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Conducteur Mini-pelle,Dakar,2025-09-22,2025-09-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Cariste,Dakar,2025-09-22,2025-09-01,CDD,INTERNATIONAL STAFFING COMPANY,goafricaonline.com,RH & Recrutement,logistique,Non spécifié,,
Ingénieur Méthodes Levage & Maintenance,Dakar,,,CDI,ERAMET,goafricaonline.com,BTP & Industrie,gestion de projet,Non spécifié,,
Directeur Marketing et Communication,Dakar,2025-09-22,2025-09-01,CDD,Caisse Des Depots Et Consignations,goafricaonline.com,"Finance, Banque & Comptabilité","marketing, communication, finance, gestion de projet",10,10.0,10.0
Directeur Général CDC Capital,Dakar,2025-09-22,2025-09-01,CDD,Caisse Des Depots Et Consignations,goafricaonline.com,"Finance, Banque & Comptabilité","finance, gestion de projet",15,15.0,15.0
Directeur Général CDC AGRO,Dakar,2025-09-22,2025-09-01,CDD,Caisse Des Depots Et Consignations,goafricaonline.com,"Finance, Banque & Comptabilité","finance, gestion de projet",15,15.0,15.0
Fiscaliste H/F,Dakar,2025-09-22,2025-09-01,CDI,AUCHAN,goafricaonline.com,Commerce & Vente,"finance, communication, programmation, data analyse, rh, santé, gestion de projet",2,2.0,2.0
Contrôleur de gestion Sénior H/F,Dakar,2025-09-22,2025-09-01,CDI,AUCHAN,goafricaonline.com,Commerce & Vente,"finance, communication, programmation, data analyse, rh, santé, gestion de projet",2,2.0,2.0
Gestionnaire de stocks (1),Dakar,2025-09-18,2025-09-01,Non spécifié,Africa Global Logistics Sénégal,goafricaonline.com,Transport & Logistique,,Non spécifié,,
Conjoncturiste,Dakar,2025-09-18,2025-09-01,CDD,BCEAO,goafricaonline.com,ONG & Humanitaire,"data analyse, finance",Non spécifié,,
Aide documentaliste (1),Dakar,2025-09-18,2025-09-01,CDD,BCEAO,goafricaonline.com,ONG & Humanitaire,,2,2.0,2.0
Directeur de l'audit interne ecobank senegal,Dakar,2025-09-18,2025-09-01,CDD,ECOBANK,goafricaonline.com,"Finance, Banque & Comptabilité",finance,Non spécifié,,
Expert environnementaux et sociaux (rse),Dakar,2025-09-18,2025-09-01,CDD,SOCIETE GENERALE SENEGAL-SGS,goafricaonline.com,"Finance, Banque & Comptabilité","finance, vente",Non spécifié,,
Responsable des ventes (1),Dakar,2025-09-18,2025-09-01,CDD,RMO,goafricaonline.com,RH & Recrutement,"vente, marketing, communication",5,5.0,5.0
Stagiaire assistant customer experience,Dakar,2025-09-18,2025-09-01,CDD,Groupe Cofina (Compagnie Financiere Africaine),goafricaonline.com,"Finance, Banque & Comptabilité","marketing, finance, data analyse, gestion de projet",2,2.0,2.0
Stagiaire assistant marketing,Dakar,2025-09-18,2025-09-01,CDD,Groupe Cofina (Compagnie Financiere Africaine),goafricaonline.com,"Finance, Banque & Comptabilité","vente, marketing, data analyse",2,2.0,2.0
Responsable de la resilience sous-regionale (chef d’equipe),Dakar,2025-09-18,2025-09-01,CDD,Food And Agriculture Organization Of The United Nations-Fao,goafricaonline.com,ONG & Humanitaire,gestion de projet,Non spécifié,,
Specialiste en gestion administrative et financiere waca-bar (1),Dakar,2025-09-18,2025-09-01,CDD,Iucn (Union Mondiale Pour La Conservation De La Nature),goafricaonline.com,ONG & Humanitaire,"communication, finance, gestion de projet",Non spécifié,,
Specialiste en passation de marches waca-bar (1),Dakar,2025-09-18,2025-09-01,CDD,Iucn (Union Mondiale Pour La Conservation De La Nature),goafricaonline.com,ONG & Humanitaire,"communication, gestion de projet, finance",Non spécifié,,
Specialiste en suivi-evaluation de waca resip (1,Dakar,2025-09-18,2025-09-01,CDD,Iucn (Union Mondiale Pour La Conservation De La Nature),goafricaonline.com,ONG & Humanitaire,"data analyse, gestion de projet",Non spécifié,,
Directeur financier et comptable,Dakar,2025-09-18,2025-09-01,CDD,ALDELIA SENEGAL,goafricaonline.com,RH & Recrutement,finance,5,5.0,5.0
Consultant en education et genre (financee par l'ungei/gci),Dakar,2025-09-18,2025-09-01,CDD,Fonds Des Nations Unies Pour L'Enfance - Unicef,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Stagiaire technico-commercial (1),Dakar,2025-09-18,2025-09-01,Stage,Fonds Des Nations Unies Pour L'Enfance - Unicef,goafricaonline.com,Sécurité,"marketing, vente, communication, rh, logistique",2,2.0,2.0
Assistant (e) Marketing et Communication,Dakar,2025-09-18,2025-09-01,CDD,Nouvelles Editions Africaine Du Senegal - Neas,goafricaonline.com,Marketing & Communication,"marketing, finance, programmation, communication, logistique, gestion de projet",5,5.0,5.0
Regional Humanitarian & Emergency Affairs (HEA) and Public Engagement Director,Dakar,2025-09-18,2025-09-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,communication,Non spécifié,,
Directeur régional des affaires humanitaires et d'urgence (HEA) et de l'engagement du public,Dakar,2025-09-18,2025-09-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,communication,Non spécifié,,
People & Culture (HR) Director,Dakar,2025-09-18,2025-09-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,gestion de projet,Non spécifié,,
"Senior Advisor, Global Safeguarding Prevention",Dakar,2025-09-18,2025-09-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
"Conseiller principal, Prévention de la protection mondiale",Dakar,2025-09-18,2025-09-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Responsable Supply Chain,Dakar,2025-09-18,2025-09-01,CDD,WORLD VISION SENEGAL,goafricaonline.com,ONG & Humanitaire,"communication, gestion de projet",Non spécifié,,
Responsable des opérations du programme,Dakar,2025-09-18,2025-09-01,CDD,MASTERCARD FOUNDATION,goafricaonline.com,ONG & Humanitaire,"finance, programmation, gestion de projet",10,10.0,10.0
"Lead, Program Operations",Dakar,2025-09-18,2025-09-01,CDD,MASTERCARD FOUNDATION,goafricaonline.com,ONG & Humanitaire,"finance, gestion de projet",10,10.0,10.0
Assistant comptable,Dakar,2025-09-18,2025-09-01,CDD,Nouvelles Editions Africaine Du Senegal - Neas,goafricaonline.com,Marketing & Communication,"vente, finance",Non spécifié,,
Team Leader Campaign Management,Dakar,2025-09-18,2025-09-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","vente, marketing, communication, logistique",Non spécifié,,
Téléconseiller,Dakar,2025-09-17,2025-09-01,CDD,GROWTH CONTINUE CONSULTING,goafricaonline.com,Technologie & Informatique,"marketing, vente, finance, programmation, communication, data analyse, rh, gestion de projet",2,2.0,2.0
Conseiller Junior en Santé,Dakar,2025-09-17,2025-09-01,Stage,GIZ,goafricaonline.com,Administration & Services publics,"finance, gestion de projet",Non spécifié,,
Comptable,Dakar,2025-09-17,2025-09-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","finance, data analyse",2-3,2.0,3.0
Chauffeur de Direction,Dakar,2025-09-17,2025-09-01,Non spécifié,RESIDENCE KALIA,goafricaonline.com,BTP & Industrie,"communication, programmation, logistique, santé, gestion de projet",3,3.0,3.0
02 Commerciaux,Dakar,2025-09-17,2025-09-01,CDD,ENKO INTERNATIONAL SCHOOL,goafricaonline.com,Education & Formation,"marketing, vente, programmation, communication, finance, data analyse, santé, gestion de projet",3-5,3.0,5.0
Assistant de Paiement Premium,Dakar,2025-09-17,2025-09-01,CDD,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité","communication, finance, santé, gestion de projet",2,2.0,2.0
Conseillère clientèle,Dakar,2025-09-17,2025-09-01,CDD,OLAM SENEGAL,goafricaonline.com,Agriculture & Agroalimentaire,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",5,5.0,5.0
Téléopérateur,Dakar,2025-09-17,2025-09-01,CDD,OLAM SENEGAL,goafricaonline.com,Agriculture & Agroalimentaire,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",5,5.0,5.0
Déclarant en Douane,Dakar,,,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",logistique,5,5.0,5.0
Formatrice en Gestion de caisse,Dakar,2025-09-17,2025-09-01,CDD,OLAM SENEGAL,goafricaonline.com,Agriculture & Agroalimentaire,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",5,5.0,5.0
Coordinateur IT,Dakar,2025-09-17,2025-09-01,CDD,Clinique Hlm Grand Yoff De Dakar - Marie Stopes Senegal,goafricaonline.com,Santé & Bien-être,"programmation, finance, rh, logistique",Non spécifié,,
Responsable du Marketing Commercial,Dakar,2025-09-17,2025-09-01,CDD,ELITE RH,goafricaonline.com,RH & Recrutement,"marketing, vente, communication, data analyse, rh",Non spécifié,,
Stagaire Infographiste,Non spécifié,2025-09-17,2025-09-01,Stage,Agent immobilier,goafricaonline.com,BTP & Industrie,"marketing, vente, communication, gestion de projet",Non spécifié,,
Stagiaire IT,Dakar,2025-09-16,2025-09-01,Non spécifié,RESIDENCE KALIA,goafricaonline.com,BTP & Industrie,"communication, programmation, logistique, santé, gestion de projet",3,3.0,3.0
100 professeurs à Mbour pour la rentée 2025-2026,Dakar,2025-09-16,2025-09-01,Alternance,JANGALMA,goafricaonline.com,Education & Formation,finance,2,2.0,2.0
Community Manager & Créateur de Contenu,Dakar,2025-09-16,2025-09-01,CDD,Cocoon,goafricaonline.com,Santé & Bien-être,"marketing, communication, gestion de projet",Non spécifié,,
Responsable Ressources Humaines H/F,Dakar,,,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",rh,5,5.0,5.0
Sage-femme Rayonniste & Vendeuse,Dakar,2025-09-16,2025-09-01,CDD,PHARMACIE GAMBETTA,goafricaonline.com,Santé & Bien-être,"vente, santé",2,2.0,2.0
Regional Information Management and Technology (IMT) Officer (P),Dakar,2025-09-16,2025-09-01,CDD,Oim (Organisation Internationale Pour Les Migrations),goafricaonline.com,ONG & Humanitaire,data analyse,Non spécifié,,
Consultant en Appui a la Conception d’une Formation sur les Sige/Ressources Éducatives,Dakar,2025-09-16,2025-09-01,CDD,"Unesco (Organisation Des Nations Unies Pour L'Education, La Science Et La Culture)",goafricaonline.com,ONG & Humanitaire,"data analyse, gestion de projet",Non spécifié,,
Responsable des admissions,Dakar,2025-09-16,2025-09-01,CDD,ENKO INTERNATIONAL SCHOOL,goafricaonline.com,Education & Formation,"marketing, programmation, vente, communication, finance, data analyse, santé, gestion de projet",2,2.0,2.0
